*Subject
15
*Layout
3
*Condition
True,True,True,True,True
*Marks
322.0007,0,299.1683
266.0775,0,277.4327
256.9409,0,218.1338
*Path
x,y,z,flag
238.4738,2.401054,259.8354,17.48581,354.5611,358.2218,-1
238.4738,2.400991,259.8358,17.87806,354.3165,358.1698,-1
238.4738,2.401014,259.8361,18.64246,353.7443,358.1974,-1
238.4737,2.400862,259.8365,17.98708,352.8454,357.9162,-1
238.4737,2.400807,259.8368,17.19429,352.4135,357.8235,-1
238.4736,2.40078,259.8372,16.87511,351.7326,357.7767,-1
238.4736,2.400751,259.8374,16.74936,351.3312,357.7235,-1
238.4736,2.400745,259.8374,16.30287,351.3554,357.7175,-1
238.4736,2.40063,259.8373,16.32094,351.4475,357.5031,-1
238.4736,2.400605,259.8373,16.45977,351.3411,357.454,-1
238.4736,2.40071,259.8373,16.513,351.4481,357.649,-1
238.4735,2.401148,259.838,15.8948,350.5255,358.4727,-1
238.4712,2.40074,259.8459,14.85843,335.5365,357.7232,-1
238.4672,2.398561,259.8523,359.5102,322.5967,353.8879,-1
238.4593,2.399564,259.8597,346.5294,304.0361,355.5687,-1
238.4642,2.40085,259.8558,345.4013,314.6879,357.93,-1
238.4688,2.400868,259.8503,9.732314,326.7643,358.0013,-1
238.4708,2.400963,259.8468,17.75893,333.6565,358.1089,-1
238.4714,2.401006,259.8453,20.51713,336.5094,358.1604,-1
238.4727,2.400749,259.8417,23.62743,343.1146,357.6168,-1
238.4729,2.400005,259.8409,34.98745,343.1047,355.705,-1
238.4731,2.400929,259.8403,34.52872,345.3191,357.741,-1
238.4731,2.4007,259.8402,34.5838,345.1848,357.241,-1
238.4732,2.401088,259.8399,29.13535,346.4501,358.1958,-1
238.4731,2.401116,259.84,22.04543,346.5688,358.3538,-1
238.4732,2.400963,259.8397,22.48974,346.9662,358.0511,-1
238.4731,2.400812,259.8401,18.79761,346.3751,357.813,-1
238.4731,2.400486,259.8403,17.05307,345.8779,357.2221,-1
238.473,2.400308,259.8405,15.33397,345.3501,356.9156,-1
238.473,2.4002,259.8406,15.13558,345.1293,356.7188,-1
