*Subject
11
*Layout
5
*Condition
True,False,False
*Marks
143.4124,0,189.2128
180.1757,0,286.4151
236.2952,0,265.1915
*Path
x,y,z,flag
138.0865,2.404159,210.8649,305.7221,256.6055,352.7481,-1
138.0919,2.404627,210.8642,327.4702,274.7837,355.9823,-1
138.0954,2.405535,210.864,339.4032,279.5173,358.1214,-1
138.1097,2.403354,210.8577,346.8326,308.5,354.1743,-1
138.1107,2.403288,210.857,348.4746,310.4977,354.0892,-1
138.1092,2.403144,210.8581,348.2911,307.1878,353.8205,-1
138.1077,2.403843,210.8592,351.118,303.345,355.1482,-1
138.108,2.404225,210.8591,353.9531,303.6328,355.8699,-1
138.1089,2.400227,210.8578,5.744115,304.6513,348.6057,-1
138.1046,2.405133,210.861,3.939978,296.1075,357.5158,-1
138.103,2.405041,210.8618,2.116137,292.875,357.3535,-1
138.101,2.404036,210.8625,3.89204,288.8721,355.5427,-1
138.1016,2.403587,210.8622,4.458942,289.9326,354.7299,-1
138.1034,2.403412,210.8615,5.936839,293.3532,354.4022,-1
138.1043,2.403802,210.8611,7.465889,295.0607,355.0921,-1
138.1039,2.404039,210.8613,8.528083,294.2613,355.5083,-1
138.0896,2.409608,210.8642,5.564861,268.9046,5.569115,-1
138.0781,2.409781,210.8617,15.23742,248.7253,6.068001,-1
138.1052,2.405426,210.8607,8.961811,297.1286,358.0218,-1
138.1156,2.407264,210.8522,6.414977,321.7741,1.345146,-1
138.1147,2.40644,210.8533,9.213901,319.1404,359.8607,-1
138.1124,2.406014,210.8557,13.11311,312.9732,359.0756,-1
138.111,2.405329,210.8569,15.45637,309.2307,357.7928,-1
138.1082,2.406202,210.859,12.56854,303.4845,359.423,-1
138.1078,2.40416,210.8591,9.915834,302.191,355.7128,-1
138.1089,2.405202,210.8585,12.42451,304.6715,357.5883,-1
138.1099,2.405676,210.8578,10.61411,306.9972,358.467,-1
138.1101,2.405723,210.8577,11.34012,307.4151,358.5502,-1
138.1096,2.406222,210.8581,11.03292,306.4784,359.4623,-1
138.1094,2.406149,210.8582,10.5725,306.0357,359.3291,-1
138.1097,2.406045,210.8579,10.648,306.7165,359.1407,-1
138.1096,2.405903,210.858,10.29393,306.4844,358.8824,-1
138.1097,2.405681,210.8579,10.67297,306.6744,358.4769,-1
138.1097,2.405634,210.8579,10.93418,306.6719,358.3897,-1
138.1106,2.40486,210.8572,9.842856,308.397,356.9886,-1
138.11,2.405403,210.8577,8.282269,307.3195,357.9847,-1
138.1093,2.405241,210.8582,7.904939,305.7178,357.6914,-1
138.1086,2.405543,210.8587,7.740558,304.2899,358.2403,-1
138.1069,2.407176,210.8598,6.581716,301.0178,1.188361,-1
138.1031,2.41011,210.8616,3.805715,293.7042,6.459889,-1
138.1022,2.409031,210.8621,2.611143,291.6629,4.509955,-1
138.1028,2.407903,210.8618,350.3909,292.2813,2.51792,-1
138.1021,2.407841,210.8622,339.3903,290.3794,2.533624,-1
138.102,2.407785,210.8622,339.2643,290.1817,2.429319,-1
138.1022,2.407692,210.8621,339.7603,290.6796,2.242406,-1
138.1021,2.407176,210.8622,340.7867,290.8867,1.248416,-1
138.1022,2.407121,210.8621,341.2032,291.1093,1.14266,-1
138.1028,2.406991,210.8619,342.7257,292.4186,0.8899884,-1
138.103,2.407142,210.8618,348.1699,292.8106,1.143036,-1
138.1053,2.407555,210.8607,10.28596,297.9051,1.88859,-1
138.107,2.406476,210.8598,10.42565,301.0017,359.925,-1
138.1065,2.406781,210.8601,10.3756,300.0417,0.4809736,-1
138.1066,2.406763,210.86,10.17923,300.2161,0.4471455,-1
138.1064,2.407012,210.8601,9.511567,299.9498,0.8978704,-1
138.1057,2.408016,210.8605,8.014191,298.7434,2.710445,-1
138.106,2.408686,210.8603,14.53337,300.0613,4.01538,-1
138.1056,2.408971,210.8605,25.30075,300.2368,4.866057,-1
138.1063,2.408343,210.8601,15.8886,300.4926,3.401237,-1
138.1057,2.408091,210.8605,17.52012,299.2608,2.957064,-1
138.1061,2.40953,210.8602,2.700989,299.501,5.408894,-1
138.1079,2.413243,210.8584,43.82424,315.7028,16.93688,-1
138.1072,2.408916,210.8596,55.06646,307.6544,7.521011,-1
138.0955,2.399821,210.8633,22.51131,274.0501,346.9089,-1
138.0874,2.387191,210.8577,355.4846,266.3493,322.713,-1
138.0919,2.379282,210.8491,351.2298,289.3445,300.5506,-1
138.0817,2.379421,210.8469,334.8146,287.2614,290.6592,-1
138.0859,2.375105,210.8283,356.7662,302.1096,259.4766,-1
138.0801,2.376773,210.8267,348.5884,300.8553,251.4876,-1
138.0854,2.375094,210.8292,355.7891,305.8961,259.9406,-1
138.0834,2.399032,210.8626,339.7283,261.8223,345.5608,-1
138.0747,2.403747,210.86,347.2737,241.458,354.9088,-1
138.107,2.392432,210.8559,353.0624,308.5251,333.679,-1
138.1093,2.404845,210.8065,17.69299,52.94461,356.8567,-1
138.1017,2.405423,210.8024,28.90442,68.41969,357.7625,-1
138.0972,2.404015,210.8011,38.09903,74.44362,354.2969,-1
138.1014,2.406573,210.8023,51.13963,70.19984,0.1592934,-1
138.103,2.406236,210.8029,62.7359,66.00444,358.9016,-1
138.1021,2.406359,210.8026,69.10571,67.90586,359.2048,-1
138.1015,2.406415,210.8023,69.72095,69.31551,359.4722,-1
138.1017,2.406344,210.8024,70.5815,68.60792,359.0709,-1
138.1016,2.406334,210.8024,72.05763,68.64132,358.939,-1
138.1014,2.406329,210.8023,71.60827,69.02287,358.9356,-1
138.1013,2.406349,210.8022,72.65396,69.24958,358.9904,-1
138.1012,2.406368,210.8022,71.84109,69.63105,359.146,-1
138.1011,2.406389,210.8022,72.79991,69.92242,359.2217,-1
138.101,2.406401,210.8021,72.09948,70.22694,359.3266,-1
138.1009,2.406417,210.8021,72.86701,70.5079,359.3924,-1
138.1008,2.406431,210.8021,72.53855,70.80712,359.4878,-1
138.1006,2.406444,210.802,72.811,71.08594,359.5559,-1
138.1005,2.406458,210.802,72.90718,71.36989,359.638,-1
138.1004,2.406468,210.8019,72.70627,71.63572,359.7046,-1
138.1003,2.406477,210.8019,73.12106,71.88908,359.7525,-1
138.1002,2.406485,210.8019,72.78851,72.13,359.804,-1
138.1001,2.406488,210.8018,73.20778,72.33992,359.8209,-1
138.1,2.406491,210.8018,72.99391,72.55318,359.8432,-1
138.0999,2.406496,210.8018,73.20197,72.76889,359.8677,-1
138.0998,2.406497,210.8018,73.16967,72.96464,359.8742,-1
138.0997,2.406504,210.8017,73.14286,73.19875,359.9168,-1
138.0996,2.406507,210.8017,73.27992,73.40376,359.9349,-1
138.0995,2.406509,210.8017,73.15893,73.61239,359.9528,-1
138.0994,2.406513,210.8016,73.33718,73.81245,359.9721,-1
138.0993,2.40651,210.8016,73.11562,73.97153,359.9594,-1
138.0992,2.406508,210.8016,72.95058,74.11147,359.9436,-1
138.0992,2.406503,210.8015,72.69313,74.24122,359.9146,-1
138.0991,2.406495,210.8015,72.43327,74.36091,359.8668,-1
138.099,2.406489,210.8015,72.30273,74.49781,359.834,-1
138.0989,2.406483,210.8015,72.03605,74.62116,359.8002,-1
138.0988,2.406477,210.8015,71.94775,74.75247,359.7721,-1
138.0987,2.406472,210.8014,71.72566,74.88808,359.7433,-1
138.0986,2.406466,210.8014,71.58246,75.00964,359.7101,-1
138.0985,2.406462,210.8014,71.49004,75.14576,359.6875,-1
138.0984,2.406457,210.8014,71.30827,75.28573,359.6663,-1
138.0984,2.406457,210.8013,71.27442,75.43576,359.665,-1
138.0983,2.406454,210.8013,71.11339,75.56998,359.6503,-1
138.0982,2.406453,210.8013,71.05965,75.71775,359.6435,-1
138.0981,2.406452,210.8013,70.98001,75.88086,359.6405,-1
138.098,2.406449,210.8013,70.8943,76.02464,359.6284,-1
138.098,2.406448,210.8012,70.8569,76.18095,359.6245,-1
138.0979,2.406444,210.8012,70.76615,76.3062,359.6021,-1
138.0978,2.406442,210.8012,70.73907,76.45406,359.5948,-1
138.0977,2.406442,210.8012,70.68867,76.60326,359.5943,-1
138.0976,2.406437,210.8011,70.64422,76.72916,359.5675,-1
138.0975,2.406435,210.8011,70.6326,76.87048,359.5563,-1
138.0975,2.406436,210.8011,70.58175,77.01421,359.5638,-1
138.0974,2.406432,210.8011,70.5886,77.14159,359.5433,-1
138.0973,2.406434,210.8011,70.52646,77.28726,359.5517,-1
138.0972,2.40643,210.8011,70.52805,77.41031,359.5347,-1
138.0972,2.406428,210.8011,70.49814,77.53194,359.5215,-1
138.0971,2.406425,210.8011,70.47382,77.65488,359.5064,-1
138.097,2.406422,210.801,70.4708,77.78027,359.4907,-1
138.0969,2.406425,210.801,70.44946,77.9312,359.505,-1
138.0969,2.406422,210.801,70.44855,78.05649,359.4902,-1
138.0968,2.406422,210.801,70.43354,78.19665,359.4912,-1
138.0967,2.406424,210.801,70.41816,78.34286,359.5045,-1
138.0966,2.406423,210.801,70.4119,78.47409,359.4958,-1
138.0966,2.406419,210.8009,70.39204,78.59054,359.4752,-1
138.0965,2.406418,210.8009,70.38519,78.72096,359.4716,-1
138.0964,2.40642,210.8009,70.37423,78.85437,359.4803,-1
138.0963,2.406416,210.8009,70.38151,78.96721,359.4637,-1
138.0963,2.406416,210.8009,70.36748,79.08861,359.4598,-1
